302.0,2.4,192.6
1867.0,1.7,164.0
1640.0,1.5,64.0
1588.0,3.7,50.5
1752.0,30.0,84.6
504.0,2.8,23.9
417.0,0.9,157.3
884.0,5.0,45.7
783.0,5.9,73.9
297.0,8.6,155.2
368.0,4.6,36.3
1313.0,3.3,272.6
608.0,8.8,144.5
772.0,3.3,138.6
764.0,10.3,75.5
648.0,2.4,79.3
331.0,2.4,41.3
530.0,6.0,95.7
432.0,10.0,119.1
1820.0,1.5,113.1
458.0,3.4,279.1
660.0,7.1,269.2
803.0,1.4,238.1
678.0,4.2,26.3
1080.0,2.5,85.6
830.0,11.3,92.4
834.0,2.3,46.5
1764.0,18.8,18.9
471.0,5.0,302.1
345.0,15.7,80.2
594.0,2.8,320.0
450.0,6.5,26.1
403.0,1.7,57.1
492.0,12.6,70.5
637.0,1.8,194.6
833.0,3.7,77.3
259.0,12.4,47.3
555.0,3.0,192.3
798.0,5.6,254.6
469.0,26.7,97.8
405.0,8.2,32.9
645.0,3.5,232.8
1202.0,2.0,65.0
663.0,4.5,102.7
418.0,13.4,78.8
411.0,4.9,42.6
1867.0,3.8,202.7
589.0,7.1,202.7
321.0,1.4,53.1
489.0,4.7,56.0
1574.0,2.4,62.8
367.0,1.8,15.9
457.0,4.2,96.9
733.0,2.6,245.9
974.0,6.1,126.6
1331.0,2.2,139.7
1196.0,1.8,23.9
731.0,8.6,103.3
1867.0,0.7,65.3
944.0,7.2,57.4
1867.0,0.8,36.7
1798.0,9.1,211.4
387.0,1.7,146.7
464.0,2.1,63.0
610.0,6.0,99.1
620.0,5.0,97.0
577.0,13.0,57.2
232.0,4.8,141.7
439.0,3.2,320.0
493.0,8.8,245.8
246.0,20.6,100.5
1692.0,2.6,159.0
591.0,2.7,55.9
486.0,18.5,100.8
1138.0,5.3,88.3
714.0,10.7,131.9
999.0,0.9,7.1
932.0,4.9,99.2
1126.0,3.7,320.0
693.0,1.1,120.6
752.0,1.1,133.8
568.0,6.1,142.7
398.0,3.0,59.7
705.0,1.1,193.1
385.0,6.2,114.1
577.0,11.8,175.6
807.0,2.7,61.0
561.0,11.1,71.6
664.0,25.0,166.3
401.0,7.5,185.1
987.0,18.9,289.2
617.0,3.1,91.7
678.0,5.9,211.7
415.0,4.6,112.5
487.0,3.6,86.3
862.0,0.3,207.3
436.0,7.1,72.7
431.0,3.3,117.9
671.0,2.7,8.0
348.0,2.6,163.9
455.0,10.4,225.9
261.0,5.6,200.0
578.0,10.3,136.9
1867.0,1.4,259.1
353.0,3.3,69.1
703.0,2.9,32.4
1106.0,6.6,210.9
544.0,3.7,164.1
1544.0,1.6,96.7
863.0,2.2,149.9
887.0,2.1,134.6
266.0,9.7,57.9
369.0,4.0,153.0
471.0,11.7,94.2
874.0,2.4,59.8
655.0,1.2,25.5
426.0,4.0,57.2
1160.0,15.6,53.4
574.0,2.0,78.3
428.0,1.7,164.9
739.0,3.8,247.5
801.0,6.2,51.3
435.0,1.3,59.5
704.0,2.2,120.6
1594.0,11.5,198.8
426.0,2.9,116.5
699.0,1.3,90.2
830.0,17.1,67.2
1346.0,3.3,203.9
535.0,6.2,187.8
1416.0,1.0,164.3
794.0,3.7,262.2
491.0,3.4,77.6
1867.0,4.4,48.7
506.0,3.4,232.8
1514.0,1.9,57.3
568.0,5.5,220.0
905.0,2.7,103.6
573.0,15.0,152.0
607.0,0.6,177.6
702.0,6.3,205.8
1867.0,2.3,61.7
783.0,6.7,267.0
